apertement|apertement|apertement|APERIRE||ADV||Man
en_si|en_si|ainsi|SIC||ADV||
verrais|verrais|vëoir|VIDERE||VERB||Fin,Ind,Fut,Act,Trans,2,Sing
verrés|verrés|venir|VENIRE||VERB||Fin,Ind,Fut,Intr,2,Plur
vertus|vertus|vertu|VIRTUS||NOUN||Fem,Sing
veïst|veïst|vëoir|VIDERE||VERB||Fin,Sub,Imp,Act,Trans,3,Sing
viegne|viegne|venir|VENIRE||VERB||Fin,Sub,Pres,Intr,3,Sing
vignent|vignent|venir|VENIRE||VERB||Fin,Sub,Pres,Intr,3,Plur
vigoreusement|vigoreusement|vigorosement|VIGOR||ADV||Man
vis|vis|vis|VISUS2||NOUN||Masc,Sing,Acc
vistement|vistement|vistement|VIST-||ADV||
seürement|seürement|sëurement|SECURUS||ADV||Man
seürtance|seürtance|sëurtance|SECURUS||NOUN||Fem,Sing
seürté|seürté|sëurté|SECURUS||NOUN||Fem,Sing
sivre|sivre|sivre|SEQUI||VERB||Ind,Inf,Pres,Act,Trans
vergogneuse|vergogneuse|vergoignos|VERECUNDIA||ADJ||Fem,Sing
versiers|versiers|vergier1|VIRIDIARIUM||NOUN||Masc,Plur,Nom
espié|espié|espie3|*SPEHôN||NOUN||Masc,Sing,Acc
espiés|espiés|espie3|*SPEHôN||NOUN||Masc,Sing,Acc
esploita|esploita|esploitier|EXPLICITUM||VERB||Fin,Ind,Past,Intr,3,Sing
esploiterés|esploiterés|esploitier|EXPLICITUM||VERB||Fin,Ind,Fut,Intr,2,Plur
asenés|asenés|assener|SINNO-||VERB||Fin,Ind,Pres,Intr,2,Plur
chaille|chaille|chaloir|CALERE||VERB||Fin,Sub,Pres,Intr,3,Sing
chausa|chausa| chaucier1|CALCEARE||VERB||Fin,Ind,Past,Act,Trans,3,Sing
chemise|chemise|chemise|CAMISIA||NOUN||Fem,Sing
cherement|cherement|chierement|CARUS||ADV||Man
envoierai|envoierai|envoiier|INVIARE||VERB||Fin,Ind,Fut,Act,Trans,1,Sing
envoisiement|envoisiement|envoisieement|*INVITIARE||ADV||Man
esperance|esperance|esperance|SPERARE||NOUN||Fem,Sing
atant|atant|tant|TANTUS||ADV||Tim
avis|avis|avis|VISUS1||NOUN||Masc,Sing,Nom
conduire|conduire|conduire|CONDUCERE||VERB||Ind,Inf,Pres,Act,Trans
conduit|conduit|conduire|CONDUCERE||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs
aval|aval|aval|VALLIS||ADV||Loc
tresaute|tresaute|tressalir|SALIRE||VERB||Fin,Ind,Pres,Intr,3,Sing
destrain|destrain|destreindre|DISTRINGERE||VERB||Fin,Ind,Pres,Act,Trans,3,Sing
les_qels|les_qels|quel1|QUALIS||PRON||Int,Masc,Plur,Nom
elle|elle1|il|ILLE||PRON||Prs,3,Fem,Plur,Nom
ne|ne1|ne2|NEC||CCONJ||
feront|feront|faire|FACERE||VERB||Fin,Ind,Fut,Act,Trans,3,Plur
jusq_à|jusq_à|jusque|USQUE||ADP|Adp|MWEs
jusqe|jusqe|jusque|USQUE||ADP||
jusqe_en|jusqe_en|jusque|USQUE||ADP|Adp|MWEs
abandoneement|abandoneement|abandoneement|*BAN||ADV||Man
cheüe|cheüe|chëoir|CADERE||VERB|compTens|Ind,Part,Past,Sing,Fem,MWEs
areste|areste|arester|ARRESTARE||VERB||Ind,Imp,Pres,Rfl,2,Sing
arestee|arestee|arester|ARRESTARE||VERB|compPass|Ind,Part,Past,Sing,Fem,MWEs
sui|sui3|estre1|ESSE||VERB|auxPass|Fin,Ind,Pres,1,Sing,MWEs
isi|isi|ici|HIC||ADV||Loc
si|si2|ici|HIC||ADV||Loc
lit|lit|lit|LECTUS||NOUN||Masc,Sing,Nom
lit|lit1|lit|LECTUS||NOUN||Masc,Sing,Acc
lune|lune|lune|LUNA||NOUN||Fem,Sing
repos|repos|repos|REPAUSARE||NOUN||Masc,Sing,Acc
connut|connut|conoistre|COGNOSCERE||VERB||Fin,Ind,Past,Act,Trans,3,Sing
doubla|doubla|dobler|DUPLARE||VERB||Ind,Ind,Past,Intr,3,Sing
en_estant|en_estant|ester|STARE||VERB|Noun|Ind,Part,Pres
prime|prime|prim|PRIMUS||NOUN|Adv|Fem,Sing
noise|noise|noise|NAUSEA||NOUN||Fem,Sing
chanberlene|chanberlene|chamberlenc|KAMERLING||NOUN||Masc,Sing,Acc
desoremés|desoremés|desormais|HORA||ADV||Tim
iront|iront|aler (GDC)|AMBULARE||VERB||Fin,Ind,Fut,Intr,3,Plur
lis|lis|lit|LECTUS||NOUN||Masc,Plur,Acc
sien|sien1|suen|SUUS||DET||Poss,Fem,Sing
sierges|sierges|cierge2|CEREUS||NOUN||Masc,Plur,Acc
cojement|cojement|coiement|QUIETUS||ADV||Man
main|main|main2|MANUS||NOUN||Fem,Sing
à_selee|à_selee|celee1|CELARE||NOUN|Adv|Fem,Sing
vaudra|vaudra|valoir|VALERE||VERB||Fin,Ind,Fut,Intr,3,Sing
truis|truis|trover|*TROPARE||VERB||Fin,Sub,Pres,Act,Trans,3,Sing
piere|piere|piere|PETRA||NOUN||Fem,Sing
piere|piere1|piere|PETRA||NOUN||Fem,Plur
rivaje|rivaje|rivage2|RIPA||NOUN||Masc,Sing,Acc
roe|roe|röe|ROTA||NOUN||Fem,Plur
roes|roes|röe|ROTA||NOUN||Fem,Plur
rois|rois|roi|REX||NOUN||Masc,Sing,Acc
rubin|rubin|rubi|RUBIS||NOUN||Masc,Sing,Acc
sacrefier|sacrefier|sacrefiier|SACRIFICARE||VERB||Ind,Inf,Pres,Intr
sacrefiéz|sacrefiéz|sacrefiier|SACRIFICARE||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs
sailloit|sailloit|salir1|SALIRE||VERB||Fin,Ind,Imp,Intr,3,Sing
sairement|sairement|sairement|SACRAMENTUM||NOUN||Masc,Sing,Acc
mervoilles|mervoilles1|merveille|MIRABILIA||NOUN|Adv|Fem,Plur
troiz|troiz|trois1|TRES||NUM||Ord
ains|ains|ainz|ANTE||ADV||
ais|ais1|ainz|ANTE||ADV||
alerent|alerent|aler (GDC)|AMBULARE||VERB||Fin,Ind,Past,Intr,3,Plur
ovri|ovri|ovrir|APERIRE||VERB||Fin,Ind,Past,Act,Trans,3,Sing
oïsi|oïsi|issir|EXIRE||VERB||Fin,Ind,Past,Intr,3,Sing
teu|teu|tel|TALIS||DET||Ind,Masc,Sing,Nom
teu|teu1|tel|TALIS||DET||Ind,Masc,Sing,Acc
teu|teu3|tel|TALIS||DET||Ind,Fem,Sing
tiegne|tiegne|tenir1|TENERE||VERB||Fin,Sub,Pres,Act,Trans,1,Sing
vit|vit1|venir|VENIRE||VERB||Fin,Ind,Past,Intr,3,Sing
luminaire|luminaire|lulinaire|LUMINARE2||NOUN||Fem,Sing
tantost_q’|tantost_q’|tantost|TOSTUS||ADV|SConj |
targier|targier|targier2|*TARDICARE||VERB||Ind,Inf,Pres,Intr
traierais|traierais|traire|TRAHERE||VERB||Fin,Ind,Fut,Act,Trans,2,Sing
trait|trait|traire|TRAHERE||VERB||Fin,Ind,Past,Act,Trans,3,Sing
traïst|traïst|traire|TRAHERE||VERB||Fin,Ind,Past,Act,Trans,3,Sing
espaontés|espaontés|espöenter|*EXPAVENTARE||VERB|compPass|Ind,Part,Past,Sing,Masc,MWEs
ensenble|ensenble|ensemble|INSIMUL||ADV||
entenduz|entenduz|entendre|INTENDERE||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs
entier|entier|entier|INTEGER||ADJ||Masc,Sing,Acc
entra|entra|entrer|INTRARE||VERB||Fin,Ind,Past,Intr,3,Sing
entrer|entrer|entrer|INTRARE||VERB||Ind,Inf,Pres,Intr
devers|devers|devers|VERSUS1||ADP||
torna|torna|torner|TORNARE||VERB||Fin,Ind,Past,Rfl,3,Sing
torna|torna1|torner|TORNARE||VERB||Fin,Ind,Past,Intr,3,Sing
qi|qi4|qui|QUI||PRON||Int,Sing,Nom
deceües|deceües|decevoir|DECIPERE||VERB|compPassTens|Ind,Part,Past,Plur,Fem,MWEs
destre|destre|destre|DEXTER||ADJ||Fem,Sing
fesois|fesois|faire|FACERE||VERB||Fin,Ind,Imp,Act,Trans,2,Sing
imaje|imaje|image|IMAGO||NOUN||Fem,Sing
lieva|lieva|lever|LEVARE||VERB||Fin,Ind,Past,Rfl,3,Sing
loulté|loulté|lëauté|LEGALIS||NOUN||Fem,Sing
pellisse|pellisse|pelisse|PELLICEUS||NOUN||Fem,Sing
terrés|terrés|tenir1|TENERE||VERB||Fin,Ind,Fut,Act,Trans,2,Plur
vaire|vaire|vair1|VARIUS||ADJ||Fem,Sing
lison|lison|lire1|LEGERE||VERB||Fin,Ind,Pres,Act,Trans,1,Sing
list|list|lire1|LEGERE||VERB||Fin,Ind,Past,Act,Trans,3,Sing
despulcella|despulcella|despuceler|*PULLICELLA||VERB||Fin,Ind,Past,Act,Trans,3,Sing
huimés|huimés|ui|HODIE||ADV||Tim
aperceüs|aperceüs|apercevoir|PERCIPERE||VERB|compPass|Ind,Part,Past,Sing,Masc,MWEs
amor|amor2|amor|AMOR||NOUN||Masc,Sing,Acc
aparoil|aparoil|apareil|*APPARICULARE||NOUN||Masc,Sing,Nom
apensee|apensee|apenser|PENSARE||VERB|Adj|Ind,Part,Past,Sing,Fem
atendance|atendance|atendance|ATTENDERE||NOUN||Fem,Sing
lieverent|lieverent|lever|LEVARE||VERB||Fin,Ind,Past,Intr,3,Plur
toi|toi|toi|TE||PRON||Prs,2,Sing,Acc
anel|anel|anel|ANELLUS||NOUN||Masc,Sing,Nom
anel|anel1|anel|ANELLUS||NOUN||Masc,Sing,Acc
bel|bel3|bel|BELLUS||ADJ||Masc,Sing,Acc
hovrés|hovrés2|ovrer|OPERARI||VERB|Adj|Ind,Part,Past,Sing,Masc
enchantement|enchantement1|enchantement|INCANTARE||NOUN||Masc,Sing,Nom
armeüres|armeüres|armëure|ARMATURA||NOUN||Fem,Sing
enclose|enclose|enclore|CLAUDERE||VERB|Adj|Ind,Part,Past,Sing,Fem
noier|noier|noiier1|NECARE||VERB||Ind,Inf,Pres,Intr
poins|poins|poing|PUGNUS||NOUN||Masc,Sing,Acc
veü|veü1|vëoir|VIDERE||VERB|compPass|Ind,Part,Past,Sing,Masc,MWEs
iscrit|iscrit|escrit|SCRIBERE||NOUN||Masc,Sing,Acc
lierai|lierai|lire1|LEGERE||VERB||Fin,Ind,Fut,Act,Trans,2,Sing
petit|petit|petit|*PETTITTUS||ADJ||Masc,Sing,Acc
enseing|enseing|enseignier|*INSIGNARE||VERB||Fin,Ind,Pres,Act,Trans,1,Sing
espardus|espardus|esperdre|PERDERE||VERB|compPass|Ind,Part,Past,Sing,Masc,MWEs
glus|glus|glu|GLUTEN||NOUN||Masc,Sing,Acc
glut|glut|glu|GLUTEN||NOUN||Masc,Sing,Acc
gluz|gluz|glu|GLUTEN||NOUN||Masc,Plur,Acc
de_sor|de_sor|desor|SUPER||ADP||
tochast|tochast|tochier|TOKK-||VERB||Fin,Ind,Past,Act,Trans,3,Sing
istra|istra|issir|EXIRE||VERB||Fin,Ind,Past,Intr,3,Sing
lait|lait|lait2|*LAIþ||ADJ||Masc,Sing,Nom
lance|lance|lance|LANCEA||NOUN||Fem,Sing
large|large|large|LARGUS||ADJ||Masc,Sing,Nom
las|las|las|LASSUS||INTJ||
lava|lava|laver|LAVARE||VERB||Fin,Ind,Past,Rfl,3,Sing
lavés|lavés|laver|LAVARE||VERB|compPass|Ind,Part,Past,Sing,Masc,MWEs
letres|letres|letre|LITTERA||NOUN||Fem,Plur
leugier|leugier|legier2|*LEVIARIUS||ADJ||Masc,Sing,Acc
lieve|lieve|lieue|LEUCA||NOUN||Fem,Sing
liez|liez|lié1|LAETUS||ADJ||Masc,Sing,Nom
avrais|avrais|avoir|HABERE||VERB|auxTens|Fin,Ind,Fut,2,Sing,MWEs
conbaterais|conbaterais|combatre|COMBATTUERE||VERB||Fin,Ind,Fut,Intr,2,Sing
estaint|estaint|esteindre|EXSTINGUERE||VERB|compPass|Ind,Part,Past,Sing,Masc,MWEs
irais|irais|aler (GDC)|AMBULARE||VERB||Fin,Ind,Fut,Intr,2,Sing
tes|tes|ton4|TUUS||DET||Poss,Masc,Plur,Acc
asavoir|asavoir|savoir|SAPERE||VERB||Ind,Inf,Pres,Act,Trans
aree|aree|arer|ARARE||VERB|compPass|Ind,Part,Past,Sing,Fem,MWEs
armés|armés|armer|ARMARE||VERB|Adj|Ind,Part,Past,Plur,Masc
correront|correront|corir|CURRERE||VERB||Fin,Ind,Fut,Rfl,3,Plur
entreveiront|entreveiront|entrevoir|VIDERE||VERB||Fin,Ind,Fut,Rfl,3,Plur
entrevirent|entrevirent|entrevoir|VIDERE||VERB||Fin,Ind,Past,Rfl,3,Plur
grace|grace|grace|GRATIA||NOUN||Fem,Sing
naistre|naistre|naistre|NASCI||VERB||Ind,Inf,Pres,Intr
chevis|chevis|chevir|CAPUT||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs
tos|tos6|tot|TOTUS||PRON||Ind,Masc,Sing,Acc
enluec|enluec|iluec|ILLOC||ADV||
garde|garde2|warder|*WARDôN||VERB||Fin,Imp,Pres,Rfl,2,Sing
enseignés|enseignés|enseignier|*INSIGNARE||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs
enseignéz|enseignéz|enseignier|*INSIGNARE||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs
blasmee|blasmee|blasmer|BLASPHEMARE||VERB|compPass|Ind,Part,Past,Sing,Fem,MWEs
blasmés|blasmés|blasmer|BLASPHEMARE||VERB|compPass|Ind,Part,Past,Sing,Masc,MWEs
conforta|conforta|conforter|CONFORTARE||VERB||Fin,Ind,Past,Rfl,3,Sing
destorner|destorner|destorner|TORNARE||VERB||Ind,Inf,Pres,Act,Trans
destruicion|destruicion|destrüison|DESTRUERE||NOUN||Fem,Sing
doutance|doutance|dotance|DUBITARE||NOUN||Fem,Sing
endormi|endormi|endormir|DORMIRE||VERB||Fin,Ind,Past,Rfl,3,Sing
peüsse|peüsse|pöoir|POSSE||VERB|auxMod|Fin,Sub,Imp,1,Sing
pié|pié|pié|PES||NOUN||Masc,Sing,Acc
tierce|tierce|tierce|TERTIUS||ADJ|Noun|Fem,Sing
endroit|endroit|endroit|DIRECTUS||NOUN|Adp|Masc,Sing
touche|touche|tochier|TOKK-||VERB||Fin,Ind,Pres,Act,Trans,3,Sing
touchier|touchier|tochier|TOKK-||VERB||Ind,Inf,Pres,Act,Trans
retenir|retenir|retenir|RITENERE||VERB||Ind,Inf,Pres,Act,Trans
noiant|noiant1|nïent|*NE GENTEM||NOUN||Neut,Sing,Nom
tele|tele|tel|TALIS||DET||Ind,Fem,Sing
jusque_au|jusque_au|jusque|USQUE||ADP|Adp|MWEs
bras|bras|braz|BRACHIUM||PROPN||Masc,Sing,Acc
bras|bras1|braz|BRACHIUM||NOUN||Masc,Plur,Acc
où|où|où|UBI||PRON||Rel
arma|arma|armer|ARMARE||VERB||Fin,Ind,Past,Rfl,3,Sing
armer|armer|armer|ARMARE||VERB||Ind,Inf,Pres,Act,Trans
armes|armes|arme|ARMA||NOUN||Fem,Plur
auberc|auberc|herberc|*HARIBERGôN||NOUN||Masc,Sing,Acc
genoillieres|genoillieres|genoilliere|GENUCULUM||NOUN||Fem,Plur
maillés|maillés|maillier1|MALLEUS||VERB||Ind,Part,Past,Sing,Masc
paroilles|paroilles|pareil|PARICULUS||ADJ|Noun|Fem,Plur
serrees|serrees|serrer|SERARE||VERB|Adj|Ind,Part,Past,Plur,Fem
tels|tels|tel|TALIS||PRON||Ind,Fem,Plur
tels|tels1|tel|TALIS||DET||Ind,Masc,Plur,Acc
luisant|luisant|luisir|LUCERE||VERB|Adj|Ind,Part,Pres
blant|blant|brant1|BRAND1||NOUN||Masc,Sing,Acc
nasel|nasel|nasel|NASUS||NOUN||Masc,Sing,Nom
pendi|pendi|pendre|PENDERE||VERB||Fin,Ind,Past,Act,Trans,3,Sing
trenchant|trenchant|trenchier1|*TRINICARE||VERB|Adj|Ind,Part,Pres
trenchant|trenchant1|trenchant|*TRINICARE||ADJ||Masc,Sing,Acc
duel|duel|duel|DOLUS||NOUN||Masc,Sing,Nom
mainee|mainee|maisniee|MANSIO||NOUN||Fem,Sing
morne|morne|morne|*MORNôN||ADJ||Fem,Sing
valu|valu|valoir|VALERE||VERB|compPass|Ind,Part,Past,Sing,Masc,MWEs
duel|duel1|duel|DOLUS||NOUN||Masc,Sing,Acc
sula|sula|sor2|SUPER||ADP||PrepArt
de_sus|de_sus|desus|SURSUM||ADP||
de_sus|de_sus1|desus|SURSUM||ADV||Loc
gart|gart|warder|*WARDôN||VERB||Fin,Sub,Pres,Act,Trans,3,Sing
parfon|parfon|parfont|PROFUNDUS||ADJ||Masc,Sing,Acc
doux|doux|douz|DULCIS||ADJ||Masc,Sing,Nom
place|place1|plaire|PLACERE||VERB||Fin,Sub,Pres,Act,Trans,3,Sing
aseüree|aseüree|assëurer|*ASSECURARE||VERB|compPass|Ind,Part,Past,Sing,Fem,MWEs
mes|mes2|mon1|MEUS||DET||Poss,Masc,Plur,Acc
tregrant|tregrant|grant|GRANDIS||ADJ||Fem,Sing,Abs
trencha|trencha|trenchier1|*TRINICARE||VERB||Fin,Ind,Past,Act,Trans,3,Sing
gardent|gardent1|warder|*WARDôN||VERB||Fin,Sub,Pres,Act,Trans,3,Plur
engonbrier|engonbrier|encombrier1|*COMBOROS||NOUN||Masc,Sing,Acc
contrere|contrere|contraire1|CONTRARIUS||NOUN||Masc,Sing,Acc
ramoinent|ramoinent|ramener|MINARE||VERB||Fin,Sub,Pres,Act,Trans,3,Plur
ardant|ardant|ardre|ARDERE||VERB|Adj|Ind,Part,Pres
ardist|ardist|ardre|ARDERE||VERB||Fin,Sub,Imp,Intr,3,Sing
ars|ars1|ardre|ARDERE||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs
asauta|asauta|assauter|*ASSALTUS||VERB||Fin,Ind,Past,Act,Trans,3,Sing
atacha|atacha|atachier2|*STAKKA||VERB||Fin,Ind,Past,Act,Trans,3,Sing
oïnt|oïnt|oindre|UNGUERE||VERB||Fin,Ind,Past,Act,Trans,3,Sing
enseignement|enseignement|enseignement|*INSIGNARE||NOUN||Masc,Sing,Acc
arisier|arisier|arecier|*ARRECTIARE||VERB||Ind,Inf,Pres,Act,Trans
ongniment|ongniment1|oignement|UNGUERE||NOUN||Masc,Sing,Nom
espié|espié1|espie3|*SPEHôN||NOUN||Masc,Sing,Nom
dur|dur|dur|DURUS||ADJ||Masc,Sing,Acc
grandismes|grandismes|grant|GRANDIS||ADJ||Masc,Plur,Acc,Abs
à_le|à_le|a3|AD||ADP||PrepArt
esforsa|esforsa|esforcier2|*FORTIARE||VERB||Fin,Ind,Past,Rfl,3,Sing
mailloit|mailloit|maillier1|MALLEUS||VERB||Fin,Ind,Imp,Act,Trans,3,Sing
randon|randon|randon|RAND||NOUN||Masc,Sing,Acc
retentisoit|retentisoit|retentir|TINNIRE||VERB||Fin,Ind,Imp,Intr,3,Sing
en_avant|en_avant|avant|ABANTE||ADV|Adv|MWEs
teste|teste|teste|TESTA||NOUN||Fem,Sing
tot_maintenant_qe|tot_maintenant_qe|maintenant|MANU TENERE||ADV|SConj |Tim,MWEs
tot_maintenant_q’|tot_maintenant_q’|maintenant|MANU TENERE||ADV|SConj |Tim,MWEs
aprés_se_q’|aprés_se_q’|après|AD PRESSUM||ADV|SConj |Tim,MWEs
corirent|corirent|corir|CURRERE||VERB||Fin,Ind,Past,Rfl,3,Plur
detrencherent|detrencherent|detrenchier|*TRINICARE||VERB||Fin,Ind,Past,Rfl,3,Plur
sus|sus|sus|SURSUM||ADV||Loc
chevi|chevi|chevir|CAPUT||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs
randue|randue|rendre|REDDERE||VERB|compTens|Ind,Part,Past,Sing,Fem,MWEs
lli|lli|il|ILLE||PRON||Prs,3,Sing,Acc
foïs|foïs|fuir|FUGERE||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs
dels|dels|de|DE||ADP||PrepArt
enbracé|enbracé|embracier|BRACHIUM||VERB|compTens|Ind,Part,Pres,Sing,Masc,MWEs
enbrasa|enbrasa|embracier|BRACHIUM||VERB||Fin,Ind,Past,Act,Trans,3,Sing
peü|peü|pöoir|POSSE||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs
à_celee|à_celee|celee1|CELARE||NOUN|Adv|Fem,Sing
auqes|auqes|auques|ALIQUID||ADV||
auques|auques|auques|ALIQUID||ADV||
celeement|celeement|celeement|CELARE||ADV||Man
en_repost|en_repost|repost|REPONERE||NOUN|Adv|Masc,Sing,Acc
enorerent|enorerent|onorer|HONORARE||VERB||Fin,Ind,Past,Act,Trans,3,Plur
iroie|iroie|aler (GDC)|AMBULARE||VERB||Fin,Cnd,Pres,Intr,1,Sing
lignaje|lignaje|lignage|LINEA||NOUN||Masc,Sing,Acc
palafroins|palafroins|palefroi|PARAVEREDUS||NOUN||Masc,Plur,Nom
reprise|reprise|reprendre2|REPREHENDERE||VERB|compPass|Ind,Part,Past,Sing,Fem,MWEs
abatirent|abatirent|abatre|ABBATTUERE||VERB||Fin,Ind,Past,Act,Trans,3,Plur
abatoient|abatoient|abatre|ABBATTUERE||VERB||Fin,Ind,Imp,Act,Trans,3,Plur
abatu|abatu|abatre|ABBATTUERE||VERB|compPass|Ind,Part,Past,Sing,Masc,MWEs
abatus|abatus|abatre|ABBATTUERE||VERB|compTens|Ind,Part,Past,Plur,Masc,MWEs
abondance|abondance|abondance|ABUNDANTIA||NOUN||Fem,Sing
acheison|acheison|ochaison|OCCASIO||NOUN||Fem,Sing
acheson|acheson|ochaison|OCCASIO||NOUN||Fem,Sing
acorderent|acorderent|acorder|*ACCORDARE||VERB||Fin,Ind,Past,Rfl,3,Plur
acroist|acroist|acroistre|CRESCERE||VERB||Fin,Ind,Pres,Act,Trans,3,Sing
afaire|afaire1|afaire|FACERE||NOUN||Masc,Sing,Nom
afer|afer|afaire|FACERE||NOUN||Masc,Sing,Nom
afer|afer1|afaire|FACERE||NOUN||Masc,Sing,Acc
afollerent|afollerent|afoler|FULLARE||VERB||Fin,Ind,Past,Act,Trans,3,Plur
ala|ala1|aler (GDC)|AMBULARE||VERB||Fin,Ind,Past,Rfl,3,Sing
aloit|aloit1|aler (GDC)|AMBULARE||VERB||Fin,Ind,Imp,Rfl,3,Sing
amis|amis1|ami|AMICUS||NOUN||Masc,Plur,Nom
amis|amis2|ami|AMICUS||NOUN||Masc,Plur,Acc
amonest|amonest1|amonester|*ADMONESTARE||VERB||Fin,Ind,Pres,Act,Trans,1,Sing
anel|anel2|anel|ANELLUS||NOUN||Masc,Plur,Acc
aparoillés|aparoillés2|apareillier1|*APPARICULARE||VERB||Ind,Part,Past,Plur,Masc,MWEs
aut|aut2|haut|ALTUS||ADJ||Masc,Sing,Nom
autre|autre4|autre|ALTER||DET||Ind,Masc,Plur,Acc
aparoil|aparoil1|apareil|*APPARICULARE||NOUN||Masc,Plur,Acc
aparoillee|aparoillee1|apareillier1|*APPARICULARE||VERB|Adj|Ind,Part,Past,Plur,Fem
aperceüs|aperceüs1|apercevoir|PERCIPERE||VERB|compPass|Ind,Part,Past,Plur,Masc,MWEs
arma|arma1|armer|ARMARE||VERB||Fin,Ind,Past,Act,Trans,3,Sing
armés|armés1|armer|ARMARE||VERB|Adj|Ind,Part,Past,Sing,Masc
avoir|avoir1|avoir|HABERE||VERB|Noun|Ind,Inf,Pres
afïés|afïés|afier|*FIDARE||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs
aide|aide|äie|ADJUTARE||NOUN||Masc,Sing,Acc
aideront|aideront|aidier|ADJUTARE||VERB||Fin,Ind,Fut,Act,Trans,3,Plur
aidier|aidier|aidier|ADJUTARE||VERB||Ind,Inf,Pres,Act,Trans
ajousta|ajousta|ajoster|*JUXTARE||VERB||Fin,Ind,Past,Act,Trans,3,Sing
amasser|amasser|amasser|MASSA||VERB||Ind,Inf,Pres,Act,Trans
amerra|amerra|amener|MINARE||VERB||Fin,Ind,Fut,Intr,3,Sing
amisté|amisté|amistié|*AMICITAS||NOUN||Fem,Sing
ancrerent|ancrerent|ancrer|ANCORA||VERB||Fin,Ind,Past,Act,Trans,3,Plur
ancres|ancres|ancre|ANCORA||NOUN||Fem,Plur
aparoilliés|aparoilliés|apareillier1|*APPARICULARE||VERB|compPass|Ind,Part,Past,Plur,Fem,MWEs
aparut|aparut|aparoir|*APPARESCERE||VERB||Fin,Ind,Past,Intr,3,Sing
apercuerent|apercuerent|apercevoir|PERCIPERE||VERB||Fin,Ind,Past,Act,Trans,3,Plur
archees|archees|archiee|ARCUS||NOUN||Fem,Plur
arivees|arivees|ariver|*ARRIPARE||VERB|compTens|Ind,Part,Past,Plur,Fem,MWEs
ariver|ariver|ariver|*ARRIPARE||VERB||Ind,Inf,Pres,Intr
arivierent|arivierent|ariver|*ARRIPARE||VERB||Fin,Ind,Past,Intr,3,Plur
armee|armee|armer|ARMARE||VERB|Adj|Ind,Part,Past,Plur,Fem
armees|armees|armer|ARMARE||VERB|Adj|Ind,Part,Past,Plur,Fem
armerent|armerent|armer|ARMARE||VERB||Fin,Ind,Past,Rfl,3,Plur
armeürez|armeürez|armëure|ARMATURA||NOUN||Fem,Plur
asaillir|asaillir|assalir|*ASSALIRE||VERB||Ind,Inf,Pres,Act,Trans
asaudrons|asaudrons|assalir|*ASSALIRE||VERB||Fin,Ind,Fut,Act,Trans,1,Plur
asenblerent|asenblerent|assembler|ASSIMILARE||VERB||Fin,Ind,Past,Act,Trans,3,Plur
asenblés|asenblés|assembler|ASSIMILARE||VERB|compTens|Ind,Part,Past,Plur,Masc,MWEs
aubers|aubers|herberc|*HARIBERGôN||NOUN||Masc,Plur,Acc
autressi|autressi|autresi|SIC||ADV||
avant_qe|avant_qe|avant|ABANTE||ADV|SConj |
avenist|avenist|avenir|ADVENIRE||VERB||Fin,Sub,Imp,Intr,3,Sing
avenus|avenus|avenir|ADVENIRE||VERB|compTens|Ind,Part,Past,Sing,Masc,MWEs
avons|avons|avoir|HABERE||VERB||Fin,Ind,Pres,Act,Trans,1,Plur
avons|avons1|avoir|HABERE||VERB|auxTens|Fin,Ind,Pres,1,Plur,MWEs
avril|avril|avril|APRILIS||NOUN||Masc,Sing,Acc
avrons|avrons|avoir|HABERE||VERB|auxTens|Fin,Ind,Fut,1,Plur,MWEs
furent|furent3|estre1|ESSE||VERB||Fin,Ind,Past,Intr,3,Sing
mis|mis2|metre2|MITTERE||VERB|compPass|Ind,Part,Past,Plur,Fem,MWEs
mis|mis3|metre2|MITTERE||VERB|compPass|Ind,Part,Past,Sing,Masc,MWEs
baiserent|baiserent1|baissier|*BASSIARE||VERB||Fin,Ind,Past,Act,Trans,3,Plur
baissiees|baissiees|baissier|*BASSIARE||VERB||Ind,Part,Past,Plur,Fem
batailles|batailles|bataille|BATTUALIA||NOUN||Fem,Plur
beisoigne|beisoigne|besoigne|*SUNNI||NOUN||Fem,Sing
beneoit|beneoit|Benoît|||NOUN||Masc,Sing,Nom
berbis|berbis|brebix|VERVEX||NOUN||Masc,Plur,Acc
besoignast|besoignast|besoignier|*SUNNI||VERB||Fin,Sub,Imp,Intr,3,Sing
bia|bia|bel|BELLUS||ADJ||Masc,Sing,Acc
biaus|biaus1|bel|BELLUS||ADJ||Masc,Plur,Nom
biaus|biaus2|bel|BELLUS||ADJ||Masc,Plur,Acc
biens|biens|bien2|BENE||NOUN||Masc,Plur,Acc
boisons|boisons|boisson (GDC)|BIBITIO||NOUN||Fem,Plur
